ID,Marca,Modelo,Precio,Anio,Kilometraje,Comustible,Transmision,Color,Motor
1357,Chevrolet,Captiva LTZ AWD AT,140000,2012,74000,Diesel,Automatic,White,1991 cc
1358,Hyundai,Xcent S 1.2 (O),140000,2015,11628,Petrol,Manual,Black,1197 cc
1359,Ford,Ecosport Titanium + 1.5L TDCi,140000,2017,81323,Diesel,Manual,Silver,1498 cc
1360,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],140000,2016,50000,Diesel,Manual,Grey,1248 cc
1361,Toyota,Innova 2.4 ZX 7 STR [2016-2020],140000,2016,145000,Diesel,Manual,White,2393 cc
1362,Audi,A3 40 TFSI Premium,140000,2017,48000,Petrol,Automatic,White,1798 cc
1363,Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],140000,2017,80000,Diesel,Manual,Yellow,1248 cc
1364,Maruti Suzuki,Swift LXi,80000,2011,28513,Petrol,Manual,Others,1197 cc
1365,Maruti Suzuki,Wagon R LXi LPG,80000,2011,42000,LPG,Manual,White,998 cc
1366,Ford,Figo Duratorq Diesel ZXI 1.4,140000,2013,87000,Diesel,Manual,Grey,1399 cc
1367,Hyundai,Eon Magna [2011-2012],140000,2012,55700,Petrol,Manual,Silver,814 cc
1368,Maruti Suzuki,Alto 800 Lxi,140000,2017,45600,Petrol,Manual,White,796 cc
1369,Volkswagen,Vento Highline Diesel,140000,2013,78000,Diesel,Manual,White,1598 cc
1370,Rolls-Royce,Ghost Extended Wheelbase,140000,2012,55000,Petrol,Automatic,White,6592 cc
1371,Mercedes-Benz,GLS 400d 4MATIC,200000,2021,3000,Diesel,Automatic,White,2925 cc
1372,Skoda,Superb Style TSI AT,140000,2017,52458,Petrol,Automatic,Black,1798 cc
1373,Maruti Suzuki,Alto 800 Lxi CNG,140000,2017,30000,CNG,Manual,White,796 cc
1374,Tata,Tiago Revotron XE [2016-2019],140000,2017,46992,Petrol,Manual,White,1199 cc
1375,Honda,Jazz V Petrol,140000,2016,54440,Petrol,Manual,Silver,1199 cc
1376,Mahindra,Alturas G4 4WD AT [2018-2020],200000,2019,32000,Diesel,Automatic,Black,2157 cc
1377,Mercedes-Benz,M-Class ML 250 CDI,140000,2015,103000,Diesel,Automatic,White,2143 cc
1378,Audi,A4 1.8 TFSI Multitronic Premium Plus,200000,2020,28600,Petrol,Automatic,White,1798 cc
1379,Kia,Carnival Limousine Plus 7 STR,200000,2020,72000,Diesel,Automatic,White,2199 cc
1380,Maruti Suzuki,Ertiga VDI SHVS,140000,2016,64906,Diesel,Manual,Grey,1248 cc
1381,Mercedes-Benz,GLA 220 d Activity Edition,140000,2016,79000,Diesel,Automatic,Red,2143 cc
1382,Maruti Suzuki,Ciaz Delta 1.4 MT,140000,2017,64000,Petrol,Manual,Brown,1373 cc
1383,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],140000,2018,56000,Petrol,Manual,Grey,1197 cc
1384,Hyundai,Santro XO eRLX - Euro III,80000,2007,85000,Petrol,Manual,Silver,1086 cc
1385,Mahindra,Scorpio S5,200000,2022,12000,Diesel,Manual,White,2179 cc
1386,Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],140000,2018,67900,Diesel,Manual,Red,1248 cc
1387,Tata,Tigor Revotron XM,140000,2018,48144,Petrol,Manual,Grey,1199 cc
1388,BMW,X1 sDrive20d xLine,200000,2021,7100,Diesel,Automatic,Orange,1995 cc
1389,Porsche,Macan Base [2019-2020],200000,2022,9000,Petrol,Automatic,Blue,1984 cc
1390,Maruti Suzuki,Alto VXi [2014-2019],140000,2016,64000,Petrol,Manual,Silver,998 cc
1391,Honda,City V Diesel,140000,2016,38000,Diesel,Manual,Brown,1498 cc
1392,Toyota,Innova 2.5 G BS IV 8 STR,140000,2016,65321,Diesel,Manual,White,2494 cc
1393,Mercedes-Benz,A-Class A 180 Sport Petrol,140000,2014,80000,Petrol,Automatic,White,1595 cc
1394,Maruti Suzuki,Vitara Brezza ZDi,140000,2018,37093,Diesel,Manual,Red,1248 cc
1395,Volkswagen,Vento Highline 1.0L TSI,200000,2021,37230,Petrol,Manual,Grey,999 cc
1396,Maruti Suzuki,Celerio VXi AMT,140000,2014,76116,Petrol,Automatic,Red,998 cc
1397,Honda,Civic 1.8V MT,80000,2010,83359,Petrol,Manual,White,1799 cc
1398,Audi,A4 2.0 TDI Technology,140000,2013,30000,Diesel,Automatic,Silver,No_info
1399,BMW,5-Series 530d M Sport [2013-2017],140000,2018,38000,Diesel,Automatic,Blue,2993 cc
1400,Hyundai,Santro Sportz CNG [2018-2020],200000,2019,28000,CNG,Manual,White,1086 cc
1401,Skoda,Superb L&K TSI AT,140000,2018,14120,Petrol,Automatic,Brown,1798 cc
1402,Hyundai,Eon D-Lite +,140000,2014,25000,Petrol,Manual,White,814 cc
1403,MG,Hector Plus Sharp 1.5 DCT Petrol,200000,2020,28584,Petrol,Automatic,Black,1451 cc
1404,BMW,X5 xDrive 30d,140000,2015,87000,Diesel,Automatic,Blue,2993 cc
1405,Land Rover,Evoque HSE,140000,2017,50000,Diesel,Automatic,White,1999 cc
1406,Maruti Suzuki,Alto LXi CNG [2014-2018],140000,2017,63200,CNG,Manual,Grey,998 cc
1407,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],140000,2014,55000,Petrol,Manual,Silver,1197 cc
1408,Ford,Figo Titanium1.5 TDCi,200000,2019,71569,Diesel,Manual,White,1498 cc
1409,Hyundai,i10 Magna 1.2 Kappa2,140000,2012,41200,Petrol,Manual,Silver,1197 cc
1410,Mahindra,Scorpio SLE BS-IV,140000,2013,117000,Diesel,Manual,White,2179 cc
1411,Maruti Suzuki,Swift DZire VXI,140000,2014,65000,Petrol,Manual,White,1197 cc
1412,BMW,X3 xDrive 20d Luxury Line [2018-2020],200000,2022,33000,Diesel,Automatic,White,1995 cc
1413,Hyundai,i10 Magna 1.2 Kappa2,80000,2011,21000,Petrol,Manual,Red,1197 cc
1414,Hyundai,Venue SX 1.0 Turbo iMT,200000,2020,23000,Petrol,Manual,Brown,998 cc
1415,Maruti Suzuki,Swift LXi,140000,2016,26357,Petrol,Manual,Grey,1197 cc
1416,Hyundai,Creta 1.6 SX Plus AT Petrol,140000,2018,33500,Petrol,Automatic,White,1591 cc
1417,Tata,Zest XE 75 PS Diesel,200000,2020,5923,Diesel,Manual,White,1248 cc
1418,Maruti Suzuki,Ertiga VDi,140000,2015,72000,Diesel,Manual,Silver,1248 cc
1419,Mahindra,XUV500 W11 AT,140000,2018,54154,Diesel,Automatic,Red,2179 cc
1420,Volvo,V40 D3 R-Design,140000,2017,14000,Diesel,Automatic,Blue,1984 cc
1421,Maruti Suzuki,Baleno Delta 1.2,200000,2021,35500,Petrol,Manual,White,1197 cc
1422,Hyundai,Creta E Plus 1.4 CRDI,140000,2018,63000,Diesel,Manual,White,1396 cc
1423,Maruti Suzuki,S-Cross Zeta 1.6,140000,2017,52836,Diesel,Manual,Blue,1598 cc
1424,Maruti Suzuki,Celerio X Vxi AMT [2017-2019],140000,2017,50000,Petrol,Automatic,White,998 cc
1425,Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],140000,2016,72114,Diesel,Manual,White,1396 cc
1426,Maruti Suzuki,Alto 800 Lxi CNG,140000,2015,72000,CNG,Manual,Silver,796 cc
1427,Mercedes-Benz,GLA 200 Sport,200000,2019,24000,Petrol,Automatic,Red,1991 cc
1428,Audi,A6 2.0 TDI Premium,140000,2012,42000,Diesel,Automatic,Brown,1968 cc
1429,BMW,5-Series 530d M Sport [2013-2017],140000,2018,27600,Diesel,Automatic,Blue,2993 cc
1430,Maruti Suzuki,Alto VXi [2014-2019],140000,2015,31000,Petrol,Manual,White,998 cc
1431,Maruti Suzuki,Eeco 7 STR [2019-2020],140000,2018,32000,Petrol,Manual,White,1196 cc
1432,Toyota,Innova 2.4 VX 7 STR [2016-2020],140000,2018,55000,Diesel,Manual,Gold,2393 cc
1433,Lexus,ES 300h,140000,2017,31059,Petrol,Automatic,Bronze,2494 cc
1434,Honda,City V Diesel,140000,2016,72200,Diesel,Manual,Brown,1498 cc
1435,Tata,Safari 2.2 EX 4x2,140000,2013,72000,Diesel,Manual,White,2179 cc
1436,Maruti Suzuki,S-Cross Alpha 1.6,140000,2016,77000,Diesel,Manual,Silver,1598 cc
1437,Honda,City VX,200000,2020,26497,Petrol,Manual,White,1497 cc
1438,Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,140000,2013,57000,Petrol,Automatic,White,1197 cc
1439,Audi,A4 2.0 TDI Sline,140000,2012,56000,Diesel,Automatic,White,No_info
1440,Maruti Suzuki,Alto VXi AMT [2014-2018],140000,2015,20100,Petrol,Automatic,Red,998 cc
1441,Audi,A4 1.8 TFSI Multitronic Premium Plus,80000,2010,67000,Petrol,Automatic,Silver,1798 cc
1442,Mahindra,Thar LX 4-STR Hard Top Diesel MT,200000,2021,14500,Diesel,Manual,Grey,2184 cc
1443,Hyundai,i20 Magna 1.2,80000,2011,41000,Petrol,Manual,Red,No_info
1444,Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],200000,2021,30000,Diesel,Automatic,White,1493 cc
1445,Mercedes-Benz,C-Coupe 43 AMG 4MATIC,200000,2020,19000,Petrol,Automatic,White,2996 cc
1446,Mahindra,XUV500 W10 AT 1.99,140000,2016,110000,Diesel,Automatic,Black,1997 cc
1447,Mahindra,TUV300 T6 Plus,140000,2015,115339,Diesel,Manual,White,1493 cc
1448,Audi,Q5 40 TDI Premium Plus,200000,2020,18000,Diesel,Automatic,White,1968 cc
1449,Mahindra,Thar LX 4-STR Hard Top Diesel AT,200000,2022,4500,Diesel,Automatic,Black,2184 cc
1450,BMW,5-Series 525d Sedan,80000,2011,56000,Diesel,Automatic,Grey,1995 cc
1451,Hyundai,Creta E Plus 1.6 Petrol,140000,2017,49000,Petrol,Manual,Grey,1591 cc
1452,Mercedes-Benz,GLC 220d 4MATIC Progressive,200000,2022,7000,Diesel,Automatic,Blue,1950 cc
1453,BMW,3-Series 320d Sport Line,140000,2015,78362,Diesel,Automatic,Red,1995 cc
1454,Mahindra,Thar LX 4-STR Convertible Diesel AT,200000,2020,30000,Diesel,Automatic,Blue,2184 cc
1455,Hyundai,i20 Active 1.4 SX,140000,2015,59000,Diesel,Manual,Silver,1396 cc
1456,BMW,X1 sDrive20d xLine,140000,2018,49000,Diesel,Automatic,Blue,1995 cc
1457,Mercedes-Benz,M-Class ML 350 CDI,140000,2014,60513,Diesel,Automatic,Silver,2997 cc
1458,Mercedes-Benz,GLA 200 d Sport,200000,2019,56500,Diesel,Automatic,White,2143 cc
1459,Hyundai,Verna Fluidic 1.6 CRDi SX,140000,2013,71000,Diesel,Manual,Grey,1582 cc
1460,Audi,Q7 45 TDI Technology Pack,140000,2016,88000,Diesel,Automatic,White,2967 cc
1461,Hyundai,Creta 1.4 S,140000,2018,68000,Diesel,Manual,Grey,1396 cc
1462,Maruti Suzuki,Vitara Brezza ZDi,140000,2017,94827,Diesel,Manual,Others,1248 cc
1463,Maruti Suzuki,Estilo LXi BS-IV,80000,2010,62000,Petrol,Manual,Brown,998 cc
1464,Maruti Suzuki,Wagon R LXi CNG,140000,2012,57000,CNG,Manual,Silver,998 cc
1465,BMW,X1 sDrive20d Expedition,140000,2017,22120,Diesel,Automatic,White,1995 cc
1466,BMW,X1 sDrive20d xLine,200000,2019,11000,Diesel,Automatic,Black,1995 cc
1467,Audi,A6 35 TFSI Matrix,140000,2017,58000,Petrol,Automatic,Black,1798 cc
1468,Maruti Suzuki,Vitara Brezza ZDi,200000,2019,54572,Diesel,Manual,White,1248 cc
1469,Honda,City 1.5 V AT,80000,2010,56000,Petrol,Automatic,Gold,1497 cc
1470,Honda,City 1.5 V AT,80000,2011,89000,Petrol,Automatic,Silver,1497 cc
1471,Skoda,Rapid 1.5 TDI CR Ambition Plus AT,140000,2014,42000,Diesel,Automatic,Bronze,1498 cc
1472,Renault,Pulse RxL ABS Diesel [2015-2017],140000,2017,6000,Diesel,Manual,Maroon,1461 cc
1473,Honda,Amaze 1.5 E i-DTEC,140000,2013,79500,Diesel,Manual,Silver,1498 cc
1474,BMW,3-Series 320d Luxury Line,140000,2015,82000,Diesel,Automatic,White,1995 cc
1475,Toyota,Innova 2.4 VX 8 STR [2016-2020],200000,2021,34228,Diesel,Manual,White,2393 cc
1476,Maruti Suzuki,Swift VDi,140000,2014,141334,Diesel,Manual,White,1248 cc
1477,Maruti Suzuki,Swift VXi [2014-2017],140000,2018,50000,Petrol,Manual,White,1197 cc
1478,Nissan,Terrano XL D THP 110 PS,140000,2014,65000,Diesel,Manual,Brown,1461 cc
1479,Tata,Tiago Revotron XZA,140000,2018,20000,Petrol,Automatic,Red,1199 cc
1480,Maruti Suzuki,Celerio ZXi [2017-2019],140000,2017,24000,Petrol,Manual,Silver,998 cc
1481,Maruti Suzuki,Ignis Delta 1.2 AMT,140000,2017,36000,Petrol,Automatic,Silver,1197 cc
1482,Audi,Q3 2.0 TDI quattro Premium Plus,140000,2013,117000,Diesel,Automatic,Black,1968 cc
1483,Volkswagen,Polo Highline Plus 1.0L TSI,200000,2021,24000,Petrol,Manual,White,999 cc
1484,Maruti Suzuki,Baleno Sigma 1.2,140000,2017,82000,Petrol,Manual,White,1197 cc
1485,Hyundai,Creta 1.6 SX,140000,2016,78000,Diesel,Manual,Black,1582 cc
1486,Audi,Q7 45 TDI Technology Pack,140000,2017,45000,Diesel,Automatic,Grey,2967 cc
1487,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,200000,2019,50000,Petrol,Automatic,White,1591 cc
1488,MINI,Cooper D 5 Door,140000,2014,24000,Diesel,Automatic,Red,1496 cc
1489,Maruti Suzuki,Swift DZire VXi,80000,2009,77000,Petrol,Manual,Beige,1298 cc
1490,Hyundai,i10 Magna 1.2,80000,2009,55000,Petrol,Manual,White,1197 cc
1491,Hyundai,Xcent S 1.2,140000,2018,66000,Petrol,Manual,White,1197 cc
1492,Maruti Suzuki,Alto VXi,140000,2012,37000,Petrol,Manual,Red,998 cc
1493,Honda,City 1.5 V MT,140000,2012,80350,Petrol,Manual,Silver,1497 cc
1494,Mercedes-Benz,C-Class 220 BlueEfficiency,140000,2013,102000,Diesel,Automatic,White,2143 cc
1495,Maruti Suzuki,Swift VXi [2014-2017],140000,2016,48200,Petrol,Manual,Silver,1197 cc
1496,Maruti Suzuki,Swift DZire VDI,140000,2015,55000,Diesel,Manual,Silver,1248 cc
1497,Lexus,ES 300h Exquisite [2020-2021],200000,2020,14000,Hybrid,Automatic,Blue,2487 cc
1498,Hyundai,Elite i20 Sportz 1.2 MT,200000,2020,25000,Petrol,Manual,White,1197 cc
1499,Volkswagen,Polo Highline Plus 1.0L TSI,200000,2020,20124,Petrol,Manual,Red,999 cc
1500,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],140000,2015,55660,Petrol,Manual,Grey,1197 cc
1501,Skoda,Octavia Style 1.8 TSI AT,140000,2015,94580,Petrol,Automatic,Black,1798 cc
1502,Mercedes-Benz,GLA 200 Sport,140000,2015,45000,Petrol,Automatic,White,1991 cc
1503,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],200000,2019,10000,Diesel,Automatic,Blue,1950 cc
1504,Maruti Suzuki,Ciaz VDi SHVS,140000,2016,57000,Diesel,Manual,White,1248 cc
1505,Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,200000,2021,45000,CNG,Manual,Grey,1197 cc
1506,Maruti Suzuki,Alto LXi CNG,80000,2011,90342,CNG,Manual,White,796 cc
1507,Honda,Amaze 1.2 VX MT Petrol [2018-2020],200000,2022,1000,Petrol,Manual,White,1199 cc
1508,Hyundai,Verna Fluidic 1.6 CRDi SX,80000,2011,135000,Diesel,Manual,White,1582 cc
1509,Toyota,Fortuner 3.0 4x4 MT,140000,2014,123000,Diesel,Manual,White,2982 cc
1510,Mahindra,XUV500 W8 AWD,140000,2012,47531,Diesel,Manual,White,2179 cc
1511,Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],200000,2019,79000,Diesel,Manual,Grey,1493 cc
1512,Mahindra,Scorpio VLX 2WD Airbag BS-IV,80000,2011,95000,Diesel,Manual,White,2179 cc
1513,Hyundai,i10 Magna 1.2 Kappa2,80000,2011,53000,Petrol,Manual,White,1197 cc
1514,Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],200000,2020,30000,Diesel,Manual,White,1396 cc
1515,Toyota,Fortuner 2.8 4x4 AT [2016-2020],140000,2017,65000,Diesel,Automatic,Grey,2755 cc
1516,Hyundai,Creta SX 1.6 AT CRDi,140000,2018,440000,Diesel,Automatic,Grey,1582 cc
1517,Honda,City VX,140000,2016,63088,Petrol,Manual,White,1497 cc
1518,Hyundai,i10 Magna (O),80000,2008,62000,Petrol,Manual,Red,1086 cc
1519,Chevrolet,Cruze LTZ,80000,2011,80000,Diesel,Manual,Silver,1991 cc
1520,BMW,X5 xDrive30d xLine,200000,2020,29000,Diesel,Automatic,Blue,2993 cc
1521,Volvo,S90 D4 Inscription,200000,2020,2600,Diesel,Automatic,Blue,1969 cc
1522,Hyundai,Xcent S 1.1 CRDi (O),140000,2014,81000,Diesel,Manual,White,1120 cc
1523,Hyundai,Verna Fluidic 1.6 VTVT SX,80000,2011,73000,Petrol,Manual,Grey,1591 cc
1524,Ford,Endeavour Titanium 3.2 4x4 AT,200000,2019,34000,Diesel,Automatic,Black,3198 cc
1525,Hyundai,Verna Fluidic 1.6 VTVT SX,140000,2013,36623,Petrol,Manual,Silver,1591 cc
1526,Hyundai,Creta SX 1.6 AT Petrol,140000,2018,30000,Petrol,Automatic,Black,1591 cc
1527,Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],200000,2022,5000,Petrol,Manual,White,No_info
1528,Honda,CR-V 2.4 AT,140000,2014,80121,Petrol,Automatic,White,No_info
1529,Hyundai,i10 Sportz 1.2 Kappa2,80000,2011,64000,Petrol,Manual,Grey,1197 cc
1530,Toyota,Corolla Altis VL AT Petrol,200000,2019,39000,Petrol,Automatic,Brown,1798 cc
1531,Maruti Suzuki,Vitara Brezza ZDi,140000,2017,70000,Diesel,Manual,Maroon,1248 cc
1532,Audi,A3 35 TDI Premium Plus + Sunroof,200000,2019,36000,Diesel,Automatic,White,1968 cc
1533,Maruti Suzuki,Baleno Alpha Automatic,140000,2018,40000,Petrol,Automatic,Red,1197 cc
1534,Mercedes-Benz,E-Class 200,200000,2022,1102,Petrol,Manual,Black,No_info
1535,Volkswagen,Polo 1.5 TDI,140000,2014,62000,Diesel,Manual,Brown,1498 cc
1536,Mercedes-Benz,C-Class 250 CDI Avantgarde,80000,2011,97000,Diesel,Automatic,Black,2143 cc
1537,Volkswagen,Polo Highline1.2L (P),140000,2014,43550,Petrol,Manual,Orange,1198 cc
1538,Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],200000,2019,28000,Diesel,Manual,White,1498 cc
1539,Renault,Kwid 1.0 RXL [2017-2019],140000,2018,47874,Petrol,Manual,Red,999 cc
1540,Hyundai,Verna 1.6 CRDI SX (O),140000,2018,87001,Diesel,Manual,White,1582 cc
1541,Ssangyong,Rexton RX7,140000,2013,72000,Diesel,Automatic,Silver,2696 cc
1542,BMW,X1 sDrive20d xLine,200000,2019,59000,Diesel,Automatic,Blue,1995 cc
1543,Toyota,Innova 2.5 V 7 STR,140000,2012,143477,Diesel,Manual,Gold,2494 cc
1544,Audi,A3 35 TDI Premium Plus,140000,2014,85900,Diesel,Automatic,Brown,1968 cc
1545,Maruti Suzuki,DZire ZXi AGS,200000,2022,10000,Petrol,Automatic,Bronze,1197 cc
1546,Audi,Q7 45 TDI Technology Pack,140000,2018,47000,Diesel,Automatic,Blue,2967 cc
1547,Maruti Suzuki,Swift VXi,140000,2014,55000,Petrol,Manual,Grey,1197 cc
1548,Volkswagen,Ameo Trendline 1.5L (D),140000,2017,69508,Diesel,Manual,White,1498 cc
1549,Honda,City ZX Diesel,200000,2022,2500,Diesel,Manual,White,1498 cc
1550,Maruti Suzuki,SX4 VXi,80000,2010,64000,Petrol,Manual,Silver,1586 cc
1551,Mercedes-Benz,E-Class E200 CGI Blue Efficiency,140000,2014,53089,Petrol,Automatic,Silver,1796 cc
1552,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],140000,2018,90000,Petrol,Automatic,Green,1462 cc
1553,Tata,Harrier XZ,200000,2021,23000,Diesel,Manual,Red,1956 cc
1554,Maruti Suzuki,Wagon R LXi,140000,2012,55000,Petrol,Manual,Blue,998 cc
1555,Hyundai,Grand i10 Magna U2 1.2 CRDi,140000,2016,64000,Diesel,Manual,White,1186 cc
1556,Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,200000,2020,52236,Petrol,Manual,Silver,1197 cc
1557,Honda,City 1.5 V MT,140000,2013,76000,Petrol,Manual,White,1497 cc
1558,BMW,3-Series 330i M Sport Edition,200000,2020,19000,Petrol,Automatic,Black,1998 cc
1559,Toyota,Fortuner 3.0 4x2 MT,140000,2013,97000,Diesel,Manual,White,2982 cc
1560,Hyundai,Creta SX Plus 1.6 AT CRDI,140000,2018,76000,Diesel,Automatic,White,1582 cc
1561,Tata,Harrier XT Plus Dark Edition,200000,2021,15000,Diesel,Manual,Black,1956 cc
1562,Toyota,Innova 2.5 GX BS IV 7 STR,140000,2015,98000,Diesel,Manual,Gold,2494 cc
1563,Hyundai,Elite i20 Asta 1.2 (O) [2016],140000,2017,36597,Petrol,Manual,Red,1197 cc
1564,Mercedes-Benz,C-Class C220d Progressive,200000,2022,500,Diesel,Automatic,Grey,1950 cc
1565,Maruti Suzuki,Ciaz VXi,140000,2015,48000,Petrol,Manual,Red,1373 cc
1566,Land Rover,Discovery Sport HSE Luxury,140000,2016,55000,Diesel,Automatic,Blue,1999 cc
1567,Toyota,Innova ZX 2.4 AT 7 STR,200000,2022,16000,Diesel,Automatic,White,2393 cc
1568,Maruti Suzuki,Ertiga ZXI+,140000,2016,53000,Petrol,Manual,Grey,1373 cc
1569,Nissan,Sunny XV Diesel,140000,2013,35000,Diesel,Manual,Grey,1461 cc
1570,Honda,Amaze 1.2 VX AT i-VTEC,140000,2014,50000,Petrol,Automatic,White,1199 cc
1571,Volkswagen,Polo Comfortline 1.2L (P),140000,2016,52600,Petrol,Manual,Silver,1198 cc
1572,Honda,Amaze 1.2 E MT Petrol [2018-2020],200000,2020,25000,Petrol,Manual,White,1199 cc
1573,Hyundai,Xcent S 1.2,140000,2014,74000,Petrol,Manual,White,1197 cc
1574,Volkswagen,Vento Highline Diesel AT,140000,2015,85000,Diesel,Automatic,Grey,1498 cc
1575,Maruti Suzuki,Ritz VXI BS-IV,80000,2011,28000,Petrol,Manual,Silver,No_info
1576,Volkswagen,Vento Highline Plus 1.6 (P),200000,2021,35000,Petrol,Manual,Maroon,1598 cc
1577,Mercedes-Benz,GLS 450 4MATIC,200000,2021,17000,Petrol,Automatic,White,2999 cc
1578,Audi,Q5 2.0 TDI quattro Technology Pack,140000,2016,57000,Diesel,Automatic,White,1968 cc
1579,Honda,City VX,200000,2021,10000,Petrol,Manual,White,1497 cc
1580,Audi,Q5 3.0 TDI quattro,80000,2009,63300,Diesel,Automatic,White,2967 cc
1581,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],140000,2014,46000,Petrol,Manual,Orange,1197 cc
1582,Hyundai,Verna Fluidic 1.6 CRDi SX Opt,140000,2014,64000,Diesel,Manual,White,1582 cc
1583,Audi,Q2 Premium 40 TFSI quattro,200000,2022,4600,Petrol,Automatic,Blue,1984 cc
1584,Mercedes-Benz,CLA 200 CDI Sport (CBU),140000,2018,23000,Diesel,Automatic,Red,2143 cc
1585,Mahindra,XUV500 W10,140000,2017,144933,Diesel,Manual,White,2179 cc
1586,Honda,City 1.5 S MT,80000,2009,80000,Petrol,Manual,Grey,1497 cc
1587,Toyota,Etios 1.2 G,140000,2015,32545,Petrol,Manual,Silver,1197 cc
1588,Hyundai,Tucson GL 2WD AT Diesel,200000,2019,31000,Diesel,Automatic,White,1995 cc
1589,Maruti Suzuki,Swift DZire VDI,140000,2015,50000,Diesel,Manual,Silver,1248 cc
1590,Maruti Suzuki,Swift DZire VDI,140000,2015,65000,Diesel,Manual,Silver,1248 cc
1591,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],140000,2012,26000,Petrol,Manual,White,1086 cc
1592,Mahindra,XUV300 1.5 W6 [2019-2020],200000,2021,27000,Diesel,Manual,Black,1497 cc
1593,Hyundai,Creta E Plus 1.4 CRDI,140000,2017,62000,Diesel,Manual,White,1396 cc
1594,Hyundai,Santro GL Plus,140000,2012,17000,Petrol,Manual,Silver,1086 cc
1595,Mahindra,Bolero SLE BS IV,140000,2015,39234,Diesel,Manual,White,2523 cc
1596,Ford,Ecosport Trend 1.5 TDCi,140000,2013,72000,Diesel,Manual,Silver,1498 cc
1597,Chevrolet,Beat LT Diesel,80000,2011,41215,Diesel,Manual,Silver,936 cc
1598,Volvo,XC40 T4 R-Design,200000,2020,16519,Petrol,Automatic,White,1969 cc
1599,Maruti Suzuki,Alto VXi,80000,2011,51000,Petrol,Manual,Orange,998 cc
1600,Maruti Suzuki,Vitara Brezza ZDi Plus AGS,200000,2019,74179,Diesel,Automatic,Silver,1248 cc
1601,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],200000,2020,13000,Diesel,Automatic,Silver,1950 cc
1602,Maruti Suzuki,S-Cross Alpha 1.6,200000,2019,31056,Diesel,Manual,Others,1598 cc
1603,Maruti Suzuki,Ertiga VXI AT,140000,2016,49148,Petrol,Automatic,Blue,1373 cc
1604,Mercedes-Benz,E-Class E 220 d Avantgarde,200000,2021,13000,Diesel,Automatic,Black,1950 cc
1605,Mercedes-Benz,GLC 220d 4MATIC Progressive,200000,2021,19000,Diesel,Automatic,Black,1950 cc
1606,Audi,Q5 2.0 TDI quattro Premium,140000,2015,152000,Diesel,Automatic,White,1968 cc
1607,Honda,City VX CVT,140000,2015,59000,Petrol,Automatic,Silver,1497 cc
1608,Audi,A3 35 TDI Technology + Sunroof,140000,2016,32000,Diesel,Automatic,Red,1968 cc
1609,Honda,Accord 2.4 AT,80000,2011,72000,Petrol,Automatic,Gold,2354 cc
1610,Hyundai,Verna SX Plus 1.6 CRDi AT,140000,2017,80000,Diesel,Automatic,Silver,1582 cc
1611,Maruti Suzuki,Ertiga ZXi AT,200000,2019,21894,Petrol,Automatic,White,1462 cc
1612,BMW,5-Series 530d M Sport [2013-2017],140000,2018,21000,Diesel,Automatic,Blue,2993 cc
1613,Honda,Amaze 1.5 VX i-DTEC,140000,2015,63587,Diesel,Manual,Brown,1498 cc
1614,Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],200000,2019,32000,Petrol,Automatic,Grey,1462 cc
1615,Maruti Suzuki,Vitara Brezza VDi,140000,2018,53694,Diesel,Manual,Grey,1248 cc
1616,Maruti Suzuki,Swift DZire VDi,80000,2009,140000,Diesel,Manual,White,1248 cc
1617,Mercedes-Benz,GL-Class 350 CDI,140000,2015,91100,Diesel,Automatic,Silver,2987 cc
1618,Audi,A6 2.0 TDI Premium Plus,140000,2014,58000,Diesel,Automatic,Black,1968 cc
1619,Hyundai,i20 Asta 1.4 CRDI,140000,2012,76148,Diesel,Manual,Silver,1396 cc
1620,Mahindra,Scorpio S2,140000,2015,104000,Diesel,Manual,White,2523 cc
1621,Audi,A4 2.0 TDI (177bhp) Premium Plus,140000,2013,50000,Diesel,Automatic,White,1968 cc
1622,Hyundai,Eon Magna +,140000,2017,56000,Petrol,Manual,Silver,814 cc
1623,Renault,Duster 85 PS RxL Diesel,140000,2014,48000,Diesel,Manual,Silver,1461 cc
